Date,Symbol,Status,Detail
11-11-2024,FILATEX,MATCH,Common
11-11-2025,APEX,MATCH,Common
11-11-2025,ARTEMISMED,MATCH,Common
11-11-2025,BLISSGVS,MATCH,Common
11-11-2025,COFORGE,MATCH,Common
11-11-2025,DATAPATTNS,MATCH,Common
11-11-2025,ESABINDIA,MATCH,Common
11-11-2025,INDIGO,MATCH,Common
11-12-2020,IMPAL,MATCH,Common
11-12-2020,KIOCL,MATCH,Common
11-12-2020,ZOTA,MATCH,Common
11-12-2023,FLUOROCHEM,MATCH,Common
11-12-2023,MAYURUNIQ,MATCH,Common
11-12-2024,EMUDHRA,MATCH,Common
11-12-2025,KOTAKBANK,MATCH,Common
11-12-2025,RPTECH,MATCH,Common
12-01-2022,GHCL,MATCH,Common
12-01-2022,MENONBE,MATCH,Common
12-02-2020,RTNPOWER,MATCH,Common
12-02-2024,ASTRAL,MATCH,Common
12-02-2024,BHAGCHEM,MATCH,Common
12-03-2019,INDUSINDBK,MATCH,Common
12-03-2019,SOTL,MATCH,Common
12-03-2025,GODFRYPHLP,MATCH,Common
12-04-2019,63MOONS,MATCH,Common
12-04-2019,ASTRAL,MATCH,Common
12-04-2022,OPTIEMUS,MATCH,Common
12-04-2024,ISGEC,MATCH,Common
12-04-2024,JINDALSAW,MATCH,Common
12-04-2024,REPCOHOME,MATCH,Common
12-05-2020,AVTNPL,MATCH,Common
12-05-2021,AJMERA,MATCH,Common
12-05-2021,AVANTIFEED,MATCH,Common
12-05-2021,CASTROLIND,MATCH,Common
12-05-2021,INDOTECH,MATCH,Common
12-05-2023,ASTERDM,MATCH,Common
12-05-2023,GLOBUSSPR,MATCH,Common
12-05-2025,AIIL,MATCH,Common
12-05-2025,ANGELONE,MATCH,Common
12-05-2025,BALAJITELE,MATCH,Common
12-05-2025,BANCOINDIA,MATCH,Common
12-05-2025,BHEL,MATCH,Common
12-05-2025,BIRLACORPN,MATCH,Common
12-05-2025,CENTUM,MATCH,Common
12-05-2025,CHOLAFIN,MATCH,Common
12-05-2025,CLEAN,MATCH,Common
12-05-2025,COSMOFIRST,MATCH,Common
12-05-2025,DHANBANK,MATCH,Common
12-05-2025,DHANUKA,MATCH,Common
12-05-2025,DYCL,MATCH,Common
12-05-2025,ECLERX,MATCH,Common
12-05-2025,ENGINERSIN,MATCH,Common
12-05-2025,GMDCLTD,MATCH,Common
12-05-2025,GRWRHITECH,MATCH,Common
12-05-2025,HIRECT,MATCH,Common
12-05-2025,HPL,MATCH,Common
12-05-2025,IDBI,MATCH,Common
12-05-2025,IFCI,MATCH,Common
12-05-2025,INOXINDIA,MATCH,Common
12-05-2025,INTERARCH,MATCH,Common
12-05-2025,IPL,MATCH,Common
12-05-2025,KERNEX,MATCH,Common
12-05-2025,KRBL,MATCH,Common
12-05-2025,LICI,MATCH,Common
12-05-2025,LTF,MATCH,Common
12-05-2025,LUMAXIND,MATCH,Common
12-05-2025,MANINDS,MATCH,Common
12-05-2025,MMTC,MATCH,Common
12-05-2025,MOIL,MATCH,Common
12-05-2025,NELCAST,MATCH,Common
12-05-2025,NUCLEUS,MATCH,Common
12-05-2025,PENIND,MATCH,Common
12-05-2025,POWERMECH,MATCH,Common
12-05-2025,PRUDENT,MATCH,Common
12-05-2025,RAMRAT,MATCH,Common
12-05-2025,RELINFRA,MATCH,Common
12-05-2025,RPOWER,MATCH,Common
12-05-2025,SAIL,MATCH,Common
12-05-2025,SHARDACROP,MATCH,Common
12-05-2025,SOUTHBANK,MATCH,Common
12-05-2025,SUBROS,MATCH,Common
12-05-2025,SUDARSCHEM,MATCH,Common
12-05-2025,SURYAROSNI,MATCH,Common
12-05-2025,SUZLON,MATCH,Common
12-05-2025,TATASTEEL,MATCH,Common
12-05-2025,TVSHLTD,MATCH,Common
12-05-2025,UNIONBANK,MATCH,Common
12-05-2025,VENUSREM,MATCH,Common
12-05-2025,VISHNU,MATCH,Common
12-05-2025,VRLLOG,MATCH,Common
12-05-2025,WANBURY,MATCH,Common
12-05-2025,ZENSARTECH,MATCH,Common
12-05-2025,ZENTEC,MATCH,Common
12-06-2023,BAJAJELEC,MATCH,Common
12-06-2023,GUFICBIO,MATCH,Common
12-06-2023,IMAGICAA,MATCH,Common
12-06-2023,KSL,MATCH,Common
12-06-2023,SJVN,MATCH,Common
12-06-2023,WOCKPHARMA,MATCH,Common
12-06-2024,LEMONTREE,MATCH,Common
12-06-2024,MAXHEALTH,MATCH,Common
12-06-2024,PAISALO,MATCH,Common
12-06-2024,PRIVISCL,MATCH,Common
12-06-2024,SPAL,MATCH,Common
12-06-2026,BORORENEW,MATCH,Common
12-06-2026,BOSCHLTD,MATCH,Common
12-06-2026,INDIGO,MATCH,Common
12-06-2026,JSWINFRA,MATCH,Common
12-06-2026,MOREPENLAB,MATCH,Common
12-06-2026,ORIENTHOT,MATCH,Common
12-06-2026,PITTIENG,MATCH,Common
12-06-2026,RELIGARE,MATCH,Common
12-06-2026,WENDT,MATCH,Common
12-07-2019,ZYDUSWELL,MATCH,Common
12-07-2021,ATULAUTO,MATCH,Common
12-07-2021,GILLETTE,MATCH,Common
12-07-2021,NELCAST,MATCH,Common
12-07-2021,TANLA,MATCH,Common
12-07-2022,ITI,MATCH,Common
12-07-2022,SAKAR,MATCH,Common
12-07-2023,BLISSGVS,MATCH,Common
12-07-2023,NATIONALUM,MATCH,Common
12-07-2024,NYKAA,MATCH,Common
12-07-2024,SYNCOMF,MATCH,Common
12-08-2020,PUNJABCHEM,MATCH,Common
12-08-2022,ESCORTS,MATCH,Common
12-08-2024,AGI,MATCH,Common
12-08-2024,PANACEABIO,MATCH,Common
12-08-2025,IMFA,MATCH,Common
12-08-2025,RICOAUTO,MATCH,Common
12-09-2019,ARMANFIN,MATCH,Common
12-09-2019,MANGLMCEM,MATCH,Common
12-09-2022,EIDPARRY,MATCH,Common
12-09-2022,THANGAMAYL,MATCH,Common
12-09-2024,AVALON,MATCH,Common
12-09-2024,AXISBANK,MATCH,Common
12-09-2024,LTF,MATCH,Common
12-10-2020,BBOX,MATCH,Common
12-10-2020,PRICOLLTD,MATCH,Common
12-10-2021,SWARAJENG,MATCH,Common
12-10-2021,TANLA,MATCH,Common
12-10-2022,MAXHEALTH,MATCH,Common
12-10-2022,ORCHPHARMA,MATCH,Common
12-10-2023,ASIANHOTNR,MATCH,Common
12-10-2023,SMCGLOBAL,MATCH,Common
12-11-2018,REFEX,MATCH,Common
12-11-2020,AMRUTANJAN,MATCH,Common
12-11-2020,APEX,MATCH,Common
12-11-2020,BANCOINDIA,MATCH,Common
12-11-2020,BLUESTARCO,MATCH,Common
12-11-2020,CAPACITE,MATCH,Common
12-11-2020,EXIDEIND,MATCH,Common
12-11-2020,GHCL,MATCH,Common
12-11-2020,GOCLCORP,MATCH,Common
12-11-2020,IFGLEXPOR,MATCH,Common
12-11-2020,INDIACEM,MATCH,Common
12-11-2020,TVSSRICHAK,MATCH,Common
12-11-2020,WALCHANNAG,MATCH,Common
12-11-2023,DOLLAR,MATCH,Common
12-11-2023,MUNJALAU,MATCH,Common
12-11-2023,PIXTRANS,MATCH,Common
12-11-2025,EUREKAFORB,MATCH,Common
12-11-2025,ICIL,MATCH,Common
12-11-2025,KRBL,MATCH,Common
12-11-2025,LUPIN,MATCH,Common
12-12-2018,BANKINDIA,MATCH,Common
12-12-2018,INDIANHUME,MATCH,Common
12-12-2018,INDORAMA,MATCH,Common
12-12-2018,PIIND,MATCH,Common
12-12-2018,SBIN,MATCH,Common
12-12-2019,TMPV,MATCH,Common
12-12-2019,ZFCVINDIA,MATCH,Common
12-12-2022,CSBBANK,MATCH,Common
12-12-2022,SJS,MATCH,Common
12-12-2022,SURYODAY,MATCH,Common
12-12-2023,DEEPAKFERT,MATCH,Common
12-12-2024,CENTUM,MATCH,Common
12-12-2024,STARCEMENT,MATCH,Common
12-12-2025,NMDC,MATCH,Common
13-01-2020,BOSCH-HCIL,MATCH,Common
13-01-2020,GARFIBRES,MATCH,Common
13-01-2020,HAL,MATCH,Common
13-01-2020,HGS,MATCH,Common
13-01-2020,IRCON,MATCH,Common
13-01-2021,GOCLCORP,MATCH,Common
13-01-2022,SUMMITSEC,MATCH,Common
13-01-2023,NEWGEN,MATCH,Common
13-01-2023,SAIL,MATCH,Common
13-01-2023,VEDL,MATCH,Common
13-01-2026,INDSWFTLAB,MATCH,Common
13-01-2026,OIL,MATCH,Common
13-01-2026,ONGC,MATCH,Common
13-02-2019,EXPLEOSOL,MATCH,Common
13-02-2019,NEULANDLAB,MATCH,Common
13-02-2020,PRIVISCL,MATCH,Common
13-02-2023,MARATHON,MATCH,Common
13-02-2024,AEGISLOG,MATCH,Common
13-02-2024,TATACOMM,MATCH,Common
13-03-2019,MGL,MATCH,Common
13-03-2019,PIDILITIND,MATCH,Common
13-04-2020,RAJRILTD,MATCH,Common
13-04-2021,SANGHVIMOV,MATCH,Common
13-04-2022,LUMAXTECH,MATCH,Common
13-04-2022,PATANJALI,MATCH,Common
13-04-2022,RUBYMILLS,MATCH,Common
13-04-2023,POWERGRID,MATCH,Common
13-04-2026,DIVGIITTS,MATCH,Common
13-04-2026,GLENMARK,MATCH,Common
13-04-2026,JSWENERGY,MATCH,Common
13-04-2026,NELCAST,MATCH,Common
13-04-2026,PTC,MATCH,Common
13-04-2026,VISHNU,MATCH,Common
13-05-2020,BALKRISIND,MATCH,Common
13-05-2025,63MOONS,MATCH,Common
13-05-2025,BEML,MATCH,Common
13-05-2025,COCHINSHIP,MATCH,Common
13-05-2025,DBREALTY,MATCH,Common
13-05-2025,HLEGLAS,MATCH,Common
13-05-2025,INDIANB,MATCH,Common
13-05-2025,INDOSTAR,MATCH,Common
13-05-2025,INOXGREEN,MATCH,Common
13-05-2025,INSECTICID,MATCH,Common
13-05-2025,IOLCP,MATCH,Common
13-05-2025,JUBLPHARMA,MATCH,Common
13-05-2025,KOLTEPATIL,MATCH,Common
13-05-2025,LINDEINDIA,MATCH,Common
13-05-2025,NUVAMA,MATCH,Common
13-05-2025,POLYPLEX,MATCH,Common
13-05-2025,PUNJABCHEM,MATCH,Common
13-05-2025,RAMCOCEM,MATCH,Common
13-05-2025,RPEL,MATCH,Common
13-05-2025,SHILPAMED,MATCH,Common
13-05-2025,SRM,MATCH,Common
13-05-2025,STYRENIX,MATCH,Common
13-05-2025,TDPOWERSYS,MATCH,Common
13-05-2025,TIL,MATCH,Common
13-05-2025,TSFINV,MATCH,Common
13-06-2019,KPRMILL,MATCH,Common
13-06-2023,BBTC,MATCH,Common
13-06-2023,BHAGYANGR,MATCH,Common
13-06-2023,COLPAL,MATCH,Common
13-06-2023,EKC,MATCH,Common
13-06-2023,GEOJITFSL,MATCH,Common
13-06-2023,JAGRAN,MATCH,Common
13-06-2023,MOLDTKPAC,MATCH,Common
13-06-2023,ORISSAMINE,MATCH,Common
13-06-2023,THOMASCOOK,MATCH,Common
13-06-2024,AETHER,MATCH,Common
13-06-2024,ELGIEQUIP,MATCH,Common
13-06-2024,IMPAL,MATCH,Common
13-06-2024,MAHSCOOTER,MATCH,Common
13-06-2024,ONEPOINT,MATCH,Common
13-06-2024,SAPPHIRE,MATCH,Common
13-06-2024,TCPLPACK,MATCH,Common
13-06-2025,PSPPROJECT,MATCH,Common
13-07-2020,ANDHRSUGAR,MATCH,Common
13-07-2020,APOLLOHOSP,MATCH,Common
13-07-2020,CAPLIPOINT,MATCH,Common
13-07-2020,RPGLIFE,MATCH,Common
13-07-2022,INGERRAND,MATCH,Common
13-07-2022,JBCHEPHARM,MATCH,Common
13-07-2022,ZFCVINDIA,MATCH,Common
13-07-2023,GANDHITUBE,MATCH,Common
13-07-2023,HINDALCO,MATCH,Common
13-07-2023,MPHASIS,MATCH,Common
13-07-2023,VIMTALABS,MATCH,Common
13-07-2026,MUKANDLTD,DIFF,Only in File2 (1707)
13-07-2026,DALMIASUG,DIFF,Common
13-07-2026,LXCHEM,DIFF,Common
13-07-2026,NILKAMAL,DIFF,Common
13-07-2026,TATATECH,DIFF,Common
13-07-2026,VSSL,DIFF,Common
13-08-2019,DEN,MATCH,Common
13-08-2019,HATHWAY,MATCH,Common
13-08-2019,NH,MATCH,Common
13-08-2020,RADICO,MATCH,Common
13-08-2021,TIINDIA,MATCH,Common
13-08-2024,TEMBO,MATCH,Common
13-08-2025,HINDALCO,MATCH,Common
13-08-2025,RISHABH,MATCH,Common
13-08-2025,UNOMINDA,MATCH,Common
13-09-2019,TITAN,MATCH,Common
13-09-2021,PGEL,MATCH,Common
13-09-2022,KAJARIACER,MATCH,Common
13-09-2023,GRANULES,MATCH,Common
13-09-2023,METROPOLIS,MATCH,Common
13-09-2024,JLHL,MATCH,Common
13-09-2024,SMCGLOBAL,MATCH,Common
13-10-2020,JSWENERGY,MATCH,Common
13-10-2021,BOROLTD,MATCH,Common
13-10-2021,CHOLAFIN,MATCH,Common
13-10-2022,ANANDRATHI,MATCH,Common
13-10-2022,NSIL,MATCH,Common
13-10-2025,APARINDS,MATCH,Common
13-10-2025,KERNEX,MATCH,Common
13-10-2025,MEDIASSIST,MATCH,Common
13-11-2018,AXISBANK,MATCH,Common
13-11-2019,LUXIND,MATCH,Common
13-11-2019,TANLA,MATCH,Common
13-11-2020,FLUOROCHEM,MATCH,Common
13-11-2020,GANECOS,MATCH,Common
13-11-2020,JAGSNPHARM,MATCH,Common
13-11-2020,MANAKCOAT,MATCH,Common
13-11-2020,MASFIN,MATCH,Common
13-11-2020,PRECAM,MATCH,Common
13-11-2020,THERMAX,MATCH,Common
13-11-2020,TIMETECHNO,MATCH,Common
13-11-2023,HINDALCO,MATCH,Common
13-11-2025,AETHER,MATCH,Common
13-12-2018,PNBGILTS,MATCH,Common
13-12-2019,GPIL,MATCH,Common
13-12-2019,HINDALCO,MATCH,Common
13-12-2019,JBMA,MATCH,Common
13-12-2021,ASTEC,MATCH,Common
13-12-2021,KAPSTON,MATCH,Common
13-12-2023,BEPL,MATCH,Common
13-12-2023,GREENPANEL,MATCH,Common
13-12-2023,JTEKTINDIA,MATCH,Common
13-12-2023,ROUTE,MATCH,Common
13-12-2023,SFL,MATCH,Common
13-12-2023,SHREEPUSHK,MATCH,Common
13-12-2023,TANLA,MATCH,Common
14-01-2019,POKARNA,MATCH,Common
14-01-2020,BRITANNIA,MATCH,Common
14-01-2020,CROMPTON,MATCH,Common
14-01-2020,SFL,MATCH,Common
14-01-2020,TATAINVEST,MATCH,Common
14-01-2021,JAIBALAJI,MATCH,Common
14-01-2021,PRIVISCL,MATCH,Common
14-01-2022,EIDPARRY,MATCH,Common
14-01-2025,MINDACORP,MATCH,Common
14-01-2025,SBICARD,MATCH,Common
14-02-2023,NUCLEUS,MATCH,Common
14-02-2023,SHREECEM,MATCH,Common
14-02-2024,ASTRAL,MATCH,Common
14-02-2025,TCPLPACK,MATCH,Common
14-03-2019,EPL,MATCH,Common
14-03-2019,PRESTIGE,MATCH,Common
14-03-2022,TAJGVK,MATCH,Common
14-03-2022,UFLEX,MATCH,Common
14-03-2022,USHAMART,MATCH,Common
14-05-2021,GPTINFRA,MATCH,Common
14-05-2021,NH,MATCH,Common
14-05-2021,PENIND,MATCH,Common
14-05-2024,ALEMBICLTD,MATCH,Common
14-05-2024,ASTRAZEN,MATCH,Common
14-05-2024,PARAS,MATCH,Common
14-05-2024,TEXINFRA,MATCH,Common
14-05-2025,AFFLE,MATCH,Common
14-05-2025,BERGEPAINT,MATCH,Common
14-05-2025,GMDCLTD,MATCH,Common
14-05-2025,HEG,MATCH,Common
14-05-2025,MASFIN,MATCH,Common
14-05-2025,MCX,MATCH,Common
14-05-2025,RAJRILTD,MATCH,Common
14-05-2025,RAYMOND,MATCH,Common
14-06-2021,5PAISA,MATCH,Common
14-06-2021,UNIONBANK,MATCH,Common
14-06-2023,AMRUTANJAN,MATCH,Common
14-06-2023,BLS,MATCH,Common
14-06-2023,IMAGICAA,MATCH,Common
14-06-2023,POLYMED,MATCH,Common
14-06-2023,SIS,MATCH,Common
14-06-2023,VIJAYA,MATCH,Common
14-06-2024,RELIGARE,MATCH,Common
14-07-2021,GLAXO,MATCH,Common
14-07-2023,NATIONALUM,MATCH,Common
14-07-2023,SIGMAADV,MATCH,Common
14-07-2025,AVTNPL,MATCH,Common
14-07-2025,HEG,MATCH,Common
14-07-2025,SOBHA,MATCH,Common
14-07-2025,TORNTPHARM,MATCH,Common
14-07-2026,LANDMARK,MATCH,Common
14-08-2019,BHARATRAS,MATCH,Common
14-08-2019,CESC,MATCH,Common
14-08-2019,DIXON,MATCH,Common
14-08-2019,IGL,MATCH,Common
14-08-2023,ACI,MATCH,Common
14-08-2023,RUBYMILLS,MATCH,Common
14-08-2023,UNITECH,MATCH,Common
14-08-2024,SHK,MATCH,Common
14-08-2025,HINDWAREAP,MATCH,Common
14-09-2020,AEGISLOG,MATCH,Common
14-09-2020,AIAENG,MATCH,Common
14-09-2020,CEATLTD,MATCH,Common
14-09-2020,CIGNITITEC,MATCH,Common
14-09-2020,DCW,MATCH,Common
14-09-2020,GODREJAGRO,MATCH,Common
14-09-2020,LALPATHLAB,MATCH,Common
14-09-2020,MSTCLTD,MATCH,Common
14-09-2020,NH,MATCH,Common
14-09-2020,RAMCOCEM,MATCH,Common
14-09-2020,SUDARSCHEM,MATCH,Common
14-09-2020,TIRUMALCHM,MATCH,Common
14-09-2020,TTKPRESTIG,MATCH,Common
14-09-2020,VINATIORGA,MATCH,Common
14-09-2021,GAIL,MATCH,Common
14-09-2021,HINDPETRO,MATCH,Common
14-09-2021,INDIANB,MATCH,Common
14-09-2021,INDUSINDBK,MATCH,Common
14-09-2021,KIRLOSIND,MATCH,Common
14-09-2022,APLAPOLLO,MATCH,Common
14-09-2022,EIDPARRY,MATCH,Common
14-09-2023,AFSL,MATCH,Common
14-09-2023,BALKRISIND,MATCH,Common
14-09-2023,PANACEABIO,MATCH,Common
14-10-2019,ADANIENT,MATCH,Common
14-10-2019,BAJAJ-AUTO,MATCH,Common
14-10-2019,CESC,MATCH,Common
14-10-2019,GILLETTE,MATCH,Common
14-10-2019,GODFRYPHLP,MATCH,Common
14-10-2019,SYNGENE,MATCH,Common
14-10-2020,RENUKA,MATCH,Common
14-10-2021,MENONBE,MATCH,Common
14-10-2024,AJMERA,MATCH,Common
14-10-2024,HIMATSEIDE,MATCH,Common
14-10-2024,PRECAM,MATCH,Common
14-10-2025,MUFIN,MATCH,Common
14-11-2018,ADANIENSOL,MATCH,Common
14-11-2019,STEELXIND,MATCH,Common
14-11-2020,KPIL,MATCH,Common
14-11-2020,OBEROIRLTY,MATCH,Common
14-11-2020,SIS,MATCH,Common
14-11-2020,SJVN,MATCH,Common
14-11-2022,AWHCL,MATCH,Common
14-11-2022,ESABINDIA,MATCH,Common
14-11-2022,GOCLCORP,MATCH,Common
14-11-2022,HEROMOTOCO,MATCH,Common
14-11-2022,KIRLOSBROS,MATCH,Common
14-11-2022,KOTAKBANK,MATCH,Common
14-11-2022,MSTCLTD,MATCH,Common
14-11-2022,PFIZER,MATCH,Common
14-11-2022,REDINGTON,MATCH,Common
14-11-2024,DCAL,MATCH,Common
14-11-2024,MEDPLUS,MATCH,Common
14-11-2025,GVPIL,MATCH,Common
14-11-2025,KRBL,MATCH,Common
14-11-2025,WEL,MATCH,Common
14-12-2020,DOLATALGO,MATCH,Common
14-12-2020,HONAUT,MATCH,Common
14-12-2020,NAVA,MATCH,Common
14-12-2020,RTNINDIA,MATCH,Common
14-12-2023,ATUL,MATCH,Common
14-12-2023,CASTROLIND,MATCH,Common
14-12-2023,TEAMLEASE,MATCH,Common
15-01-2019,RELIANCE,MATCH,Common
15-01-2020,KOLTEPATIL,MATCH,Common
15-01-2020,UNITECH,MATCH,Common
15-01-2024,INDOTHAI,MATCH,Common
15-01-2024,SIS,MATCH,Common
15-01-2025,ALIVUS,MATCH,Common
15-02-2019,JKLAKSHMI,MATCH,Common
15-02-2021,TRENT,MATCH,Common
15-02-2024,AEGISLOG,MATCH,Common
15-02-2024,RGL,MATCH,Common
15-02-2024,SUDARSCHEM,MATCH,Common
15-03-2019,BLUEDART,MATCH,Common
15-03-2019,FEDERALBNK,MATCH,Common
15-03-2019,POWERGRID,MATCH,Common
15-03-2022,ANGELONE,MATCH,Common
15-03-2022,PHOENIXLTD,MATCH,Common
15-04-2019,TCS,MATCH,Common
15-04-2024,AARTIPHARM,MATCH,Common
15-04-2025,ANURAS,MATCH,Common
15-04-2025,BEL,MATCH,Common
15-04-2025,PARAS,MATCH,Common
15-04-2025,RELIANCE,MATCH,Common
15-04-2025,SBFC,MATCH,Common
15-04-2026,ATUL,MATCH,Common
15-04-2026,RRKABEL,MATCH,Common
15-04-2026,STARHEALTH,MATCH,Common
15-04-2026,STYLEBAAZA,MATCH,Common
15-04-2026,TRITURBINE,MATCH,Common
15-05-2020,GARFIBRES,MATCH,Common
15-05-2020,MCX,MATCH,Common
15-05-2023,AJMERA,MATCH,Common
15-05-2023,JPOLYINVST,MATCH,Common
15-05-2023,SHAKTIPUMP,MATCH,Common
15-05-2024,HARSHA,MATCH,Common
15-05-2024,ICEMAKE,MATCH,Common
15-05-2024,INDIANHUME,MATCH,Common
15-05-2024,KAYNES,MATCH,Common
15-05-2024,TEXRAIL,MATCH,Common
15-05-2025,LODHA,MATCH,Common
15-05-2025,STYRENIX,MATCH,Common
15-05-2026,ASIANENE,MATCH,Common
15-06-2020,DEEPAKFERT,MATCH,Common
15-06-2020,SOLARA,MATCH,Common
15-06-2020,SPIC,MATCH,Common
15-06-2021,HINDUNILVR,MATCH,Common
15-06-2022,PITTIENG,MATCH,Common
15-06-2023,METROPOLIS,MATCH,Common
15-06-2023,ROLEXRINGS,MATCH,Common
15-06-2023,SAREGAMA,MATCH,Common
15-06-2026,ANUP,MATCH,Common
15-06-2026,AURUM,MATCH,Common
15-06-2026,AVL,MATCH,Common
15-06-2026,BEPL,MATCH,Common
15-06-2026,FINEORG,MATCH,Common
15-06-2026,FLUOROCHEM,MATCH,Common
15-06-2026,GABRIEL,MATCH,Common
15-06-2026,GNFC,MATCH,Common
15-06-2026,GOKEX,MATCH,Common
15-06-2026,HARSHA,MATCH,Common
15-06-2026,HMT,MATCH,Common
15-06-2026,HNDFDS,MATCH,Common
15-06-2026,KAJARIACER,MATCH,Common
15-06-2026,KIRLOSIND,MATCH,Common
15-06-2026,MACPOWER,MATCH,Common
15-06-2026,PAGEIND,MATCH,Common
15-06-2026,PDSL,MATCH,Common
15-06-2026,PGIL,MATCH,Common
15-06-2026,PHOENIXLTD,MATCH,Common
15-06-2026,SPAL,MATCH,Common
15-06-2026,THEJO,MATCH,Common
15-06-2026,TRENT,MATCH,Common
15-06-2026,WELSPUNLIV,MATCH,Common
15-07-2019,INFY,MATCH,Common
15-07-2021,HAVELLS,MATCH,Common
15-07-2021,SYNGENE,MATCH,Common
15-07-2022,INGERRAND,MATCH,Common
15-07-2022,VINATIORGA,MATCH,Common
15-07-2025,AADHARHFC,MATCH,Common
15-07-2025,AARTIDRUGS,MATCH,Common
15-07-2025,HCG,MATCH,Common
15-07-2025,NUVOCO,MATCH,Common
15-07-2025,SIS,MATCH,Common
15-07-2025,TI,MATCH,Common
15-07-2026,BAJAJ-AUTO,MATCH,Common
15-07-2026,JINDWORLD,MATCH,Common
15-09-2020,ELECTCAST,MATCH,Common
15-09-2020,JYOTISTRUC,MATCH,Common
15-09-2020,LAOPALA,MATCH,Common
15-09-2020,PCBL,MATCH,Common
15-09-2020,SUPRAJIT,MATCH,Common
15-09-2021,BANARISUG,MATCH,Common
15-09-2021,CANBK,MATCH,Common
15-09-2021,GMRAIRPORT,MATCH,Common
15-09-2022,THANGAMAYL,MATCH,Common
15-09-2022,TI,MATCH,Common
15-09-2023,KSCL,MATCH,Common
15-09-2023,MANYAVAR,MATCH,Common
15-09-2023,PNBGILTS,MATCH,Common
15-09-2025,ANANTRAJ,MATCH,Common
15-09-2025,BANKBARODA,MATCH,Common
15-09-2025,INOXINDIA,MATCH,Common
15-09-2025,PILANIINVS,MATCH,Common
15-09-2025,SANDUMA,MATCH,Common
15-09-2025,SHREEPUSHK,MATCH,Common
15-09-2025,WHEELS,MATCH,Common
15-10-2019,BALKRISIND,MATCH,Common
15-10-2019,BFUTILITIE,MATCH,Common
15-10-2019,KPRMILL,MATCH,Common
15-10-2019,MIDHANI,MATCH,Common
15-10-2019,NAVINFLUOR,MATCH,Common
15-10-2019,PFOCUS,MATCH,Common
15-10-2019,TVSMOTOR,MATCH,Common
15-10-2024,ASTERDM,MATCH,Common
15-10-2024,INDIGOPNTS,MATCH,Common
15-10-2025,BAJAJFINSV,MATCH,Common
15-10-2025,ICICIGI,MATCH,Common
15-10-2025,MAHLIFE,MATCH,Common
15-10-2025,SALASAR,MATCH,Common
15-10-2025,TATAPOWER,MATCH,Common
15-11-2018,AXISBANK,MATCH,Common
15-11-2018,BRITANNIA,MATCH,Common
15-11-2018,COLPAL,MATCH,Common
15-11-2018,HONAUT,MATCH,Common
15-11-2021,FORTIS,MATCH,Common
15-11-2022,BANCOINDIA,MATCH,Common
15-11-2022,MARKSANS,MATCH,Common
15-11-2022,TEXRAIL,MATCH,Common
15-11-2023,BCLIND,MATCH,Common
15-11-2023,EMBDL,MATCH,Common
15-11-2023,HDFCLIFE,MATCH,Common
15-11-2023,ICICIPRULI,MATCH,Common
15-11-2023,MANAPPURAM,MATCH,Common
15-11-2023,MUKANDLTD,MATCH,Common
15-11-2023,NAVKARCORP,MATCH,Common
15-12-2020,JMFINANCIL,MATCH,Common
15-12-2020,SIRCA,MATCH,Common
15-12-2020,WHIRLPOOL,MATCH,Common
15-12-2022,NAVA,MATCH,Common
15-12-2023,ALLCARGO,MATCH,Common
15-12-2023,HFCL,MATCH,Common
15-12-2023,SALASAR,MATCH,Common
15-12-2023,TATACHEM,MATCH,Common
15-12-2025,AIIL,MATCH,Common
15-12-2025,BRITANNIA,MATCH,Common
16-01-2020,GRINDWELL,MATCH,Common
16-01-2020,NACLIND,MATCH,Common
16-01-2025,LTTS,MATCH,Common
16-01-2025,SBICARD,MATCH,Common
16-02-2021,CENTRALBK,MATCH,Common
16-02-2021,INDNIPPON,MATCH,Common
16-02-2021,IOB,MATCH,Common
16-02-2021,LUMAXIND,MATCH,Common
16-02-2021,ONGC,MATCH,Common
16-02-2022,EVEREADY,MATCH,Common
16-02-2022,JAGSNPHARM,MATCH,Common
16-02-2023,FOSECOIND,MATCH,Common
16-02-2024,ACI,MATCH,Common
16-02-2024,CONFIPET,MATCH,Common
16-02-2024,DATAPATTNS,MATCH,Common
16-02-2024,JAGRAN,MATCH,Common
16-02-2026,BHARATSE,MATCH,Common
16-02-2026,ICEMAKE,MATCH,Common
16-02-2026,KRN,MATCH,Common
16-02-2026,MANGLMCEM,MATCH,Common
16-02-2026,WHEELS,MATCH,Common
16-03-2021,HINDUNILVR,MATCH,Common
16-03-2022,EIHAHOTELS,MATCH,Common
16-03-2022,INTELLECT,MATCH,Common
16-03-2022,PRESTIGE,MATCH,Common
16-03-2022,RAJRILTD,MATCH,Common
16-03-2022,RELIANCE,MATCH,Common
16-03-2022,SHOPERSTOP,MATCH,Common
16-03-2022,TAJGVK,MATCH,Common
16-04-2019,NESCO,MATCH,Common
16-04-2021,SANGHVIMOV,MATCH,Common
16-04-2024,BHARATFORG,MATCH,Common
16-04-2024,ELECON,MATCH,Common
16-04-2024,HINDOILEXP,MATCH,Common
16-04-2024,MMFL,MATCH,Common
16-04-2024,SAREGAMA,MATCH,Common
16-04-2024,UEL,MATCH,Common
16-04-2024,WELENT,MATCH,Common
16-04-2026,NLCINDIA,MATCH,Common
16-04-2026,PIXTRANS,MATCH,Common
16-05-2019,TATACONSUM,MATCH,Common
16-05-2022,KKCL,MATCH,Common
