Date,Symbol,Status,Detail
07-09-2023,GTLINFRA,MATCH,Common
07-09-2023,RANEHOLDIN,MATCH,Common
07-10-2020,JUSTDIAL,MATCH,Common
07-10-2020,SHALBY,MATCH,Common
07-10-2021,AAVAS,MATCH,Common
07-10-2021,GRSE,MATCH,Common
07-10-2021,TBZ,MATCH,Common
07-10-2021,TVSSRICHAK,MATCH,Common
07-10-2022,SATIN,MATCH,Common
07-10-2025,BHARTIARTL,MATCH,Common
07-10-2025,DIVISLAB,MATCH,Common
07-10-2025,ETHOSLTD,MATCH,Common
07-10-2025,FEDERALBNK,MATCH,Common
07-10-2025,RAMKY,MATCH,Common
07-10-2025,REPCOHOME,MATCH,Common
07-10-2025,SANDHAR,MATCH,Common
07-10-2025,UEL,MATCH,Common
07-11-2018,GALLANTT,MATCH,Common
07-11-2019,FMGOETZE,MATCH,Common
07-11-2022,ADFFOODS,MATCH,Common
07-11-2022,CARERATING,MATCH,Common
07-11-2022,KOVAI,MATCH,Common
07-11-2022,MANAPPURAM,MATCH,Common
07-11-2022,SANSERA,MATCH,Common
07-11-2022,WENDT,MATCH,Common
07-11-2023,ARVINDFASN,MATCH,Common
07-11-2023,NGLFINE,MATCH,Common
07-11-2023,POONAWALLA,MATCH,Common
07-11-2024,HESTERBIO,MATCH,Common
07-11-2024,JLHL,MATCH,Common
07-11-2024,VHL,MATCH,Common
07-12-2018,FMGOETZE,MATCH,Common
07-12-2020,ARROWGREEN,MATCH,Common
07-12-2020,SPMLINFRA,MATCH,Common
07-12-2020,TIIL,MATCH,Common
07-12-2021,BANARISUG,MATCH,Common
07-12-2021,DLINKINDIA,MATCH,Common
07-12-2021,GTLINFRA,MATCH,Common
07-12-2021,GUFICBIO,MATCH,Common
07-12-2021,PENIND,MATCH,Common
07-12-2021,SIEMENS,MATCH,Common
07-12-2021,TATACOMM,MATCH,Common
07-12-2021,TCS,MATCH,Common
07-12-2022,KEC,MATCH,Common
07-12-2022,NITCO,MATCH,Common
08-01-2020,TORNTPOWER,MATCH,Common
08-01-2024,AURUM,MATCH,Common
08-01-2024,CGCL,MATCH,Common
08-01-2024,VADILALIND,MATCH,Common
08-02-2021,ARROWGREEN,MATCH,Common
08-02-2021,JMFINANCIL,MATCH,Common
08-02-2021,MGL,MATCH,Common
08-02-2021,MUTHOOTFIN,MATCH,Common
08-02-2023,IMFA,MATCH,Common
08-02-2023,MAYURUNIQ,MATCH,Common
08-02-2023,SYMPHONY,MATCH,Common
08-02-2023,ZENTEC,MATCH,Common
08-02-2024,FCL,MATCH,Common
08-03-2019,INGERRAND,MATCH,Common
08-03-2021,AURIONPRO,MATCH,Common
08-03-2021,MOREPENLAB,MATCH,Common
08-03-2021,VISHNU,MATCH,Common
08-03-2022,GAEL,MATCH,Common
08-03-2022,GHCL,MATCH,Common
08-03-2022,GREENLAM,MATCH,Common
08-03-2022,MPHASIS,MATCH,Common
08-03-2022,SDBL,MATCH,Common
08-03-2023,AIAENG,MATCH,Common
08-04-2019,ASTRAL,MATCH,Common
08-04-2020,DIACABS,MATCH,Common
08-04-2021,ANDHRSUGAR,MATCH,Common
08-04-2021,INDOCO,MATCH,Common
08-04-2021,OFSS,MATCH,Common
08-04-2022,COROMANDEL,MATCH,Common
08-04-2022,INDORAMA,MATCH,Common
08-04-2022,RIIL,MATCH,Common
08-04-2024,FLUOROCHEM,MATCH,Common
08-04-2025,JUBLFOOD,MATCH,Common
08-04-2025,UJJIVANSFB,MATCH,Common
08-04-2026,ABSLAMC,MATCH,Common
08-04-2026,APOLLO,MATCH,Common
08-04-2026,AUBANK,MATCH,Common
08-04-2026,BHEL,MATCH,Common
08-04-2026,CEIGALL,MATCH,Common
08-04-2026,CIEINDIA,MATCH,Common
08-04-2026,DYNAMATECH,MATCH,Common
08-04-2026,GNA,MATCH,Common
08-04-2026,ISGEC,MATCH,Common
08-04-2026,JINDALSAW,MATCH,Common
08-04-2026,JPPOWER,MATCH,Common
08-04-2026,JTLIND,MATCH,Common
08-04-2026,KRN,MATCH,Common
08-04-2026,NAM-INDIA,MATCH,Common
08-04-2026,NAVA,MATCH,Common
08-04-2026,PRUDENT,MATCH,Common
08-04-2026,SIEMENS,MATCH,Common
08-04-2026,SIGMAADV,MATCH,Common
08-04-2026,SJS,MATCH,Common
08-04-2026,SYRMA,MATCH,Common
08-04-2026,TATAPOWER,MATCH,Common
08-04-2026,TIMKEN,MATCH,Common
08-04-2026,UFBL,MATCH,Common
08-05-2023,CAPACITE,MATCH,Common
08-05-2023,MAHLIFE,MATCH,Common
08-05-2023,NOVARTIND,MATCH,Common
08-05-2023,REPCOHOME,MATCH,Common
08-05-2023,SOMANYCERA,MATCH,Common
08-05-2023,SUNDARMFIN,MATCH,Common
08-05-2023,TEJASNET,MATCH,Common
08-05-2023,ZFCVINDIA,MATCH,Common
08-05-2025,AARTIPHARM,MATCH,Common
08-05-2025,FOSECOIND,MATCH,Common
08-05-2025,IXIGO,MATCH,Common
08-05-2025,MBAPL,MATCH,Common
08-05-2025,SHRIPISTON,MATCH,Common
08-05-2025,ZEEL,MATCH,Common
08-05-2026,SAREGAMA,MATCH,Common
08-06-2020,SWANCORP,MATCH,Common
08-06-2021,HCLTECH,MATCH,Common
08-06-2021,PFIZER,MATCH,Common
08-06-2021,SKIPPER,MATCH,Common
08-06-2021,ZENTEC,MATCH,Common
08-06-2023,ANTELOPUS,MATCH,Common
08-06-2023,APLLTD,MATCH,Common
08-06-2026,MANORAMA,MATCH,Common
08-07-2020,FSL,MATCH,Common
08-07-2021,NAVKARCORP,MATCH,Common
08-07-2021,SANOFI,MATCH,Common
08-07-2021,SUNTECK,MATCH,Common
08-07-2022,NAVNETEDUL,MATCH,Common
08-07-2024,DEEPINDS,MATCH,Common
08-07-2024,PCBL,MATCH,Common
08-07-2024,PCJEWELLER,MATCH,Common
08-07-2024,SERVOTECH,MATCH,Common
08-07-2024,SYNCOMF,MATCH,Common
08-07-2024,THEMISMED,MATCH,Common
08-07-2025,PRECOT,DIFF,Only in File1 (2207)
08-07-2025,ACI,DIFF,Common
08-07-2025,EVEREADY,DIFF,Common
08-07-2026,DPABHUSHAN,DIFF,Only in File1 (2207)
08-07-2026,ALKYLAMINE,DIFF,Common
08-07-2026,OAL,DIFF,Common
08-07-2026,VAIBHAVGBL,DIFF,Common
08-08-2019,MOLDTKPAC,MATCH,Common
08-08-2019,VADILALIND,MATCH,Common
08-08-2022,FORCEMOT,MATCH,Common
08-08-2023,CENTRALBK,MATCH,Common
08-08-2023,SIMPLEXINF,MATCH,Common
08-08-2023,SOUTHBANK,MATCH,Common
08-08-2023,TNPL,MATCH,Common
08-08-2023,ZYDUSWELL,MATCH,Common
08-08-2024,BSE,MATCH,Common
08-08-2024,KIMS,MATCH,Common
08-08-2024,MAHASTEEL,MATCH,Common
08-09-2020,CANTABIL,MATCH,Common
08-09-2020,SANDHAR,MATCH,Common
08-09-2021,PFC,MATCH,Common
08-09-2022,SUNDRMFAST,MATCH,Common
08-09-2022,THEMISMED,MATCH,Common
08-09-2023,CCAVENUE,MATCH,Common
08-09-2025,APCOTEXIND,MATCH,Common
08-09-2025,INDOTHAI,MATCH,Common
08-09-2025,MOTHERSON,MATCH,Common
08-09-2025,MSPL,MATCH,Common
08-09-2025,NLCINDIA,MATCH,Common
08-09-2025,PSPPROJECT,MATCH,Common
08-09-2025,UJJIVANSFB,MATCH,Common
08-09-2025,VSSL,MATCH,Common
08-10-2024,JYOTISTRUC,MATCH,Common
08-10-2024,SIYSIL,MATCH,Common
08-10-2024,TARIL,MATCH,Common
08-10-2025,APOLLOTYRE,MATCH,Common
08-10-2025,NESTLEIND,MATCH,Common
08-11-2021,ADANIGREEN,MATCH,Common
08-11-2021,ELGIEQUIP,MATCH,Common
08-11-2023,APOLLOTYRE,MATCH,Common
08-11-2023,ARVSMART,MATCH,Common
08-11-2023,CUMMINSIND,MATCH,Common
08-11-2023,GOLDIAM,MATCH,Common
08-11-2023,GPPL,MATCH,Common
08-11-2023,MANYAVAR,MATCH,Common
08-11-2023,NESCO,MATCH,Common
08-11-2023,UNOMINDA,MATCH,Common
08-12-2020,DIACABS,MATCH,Common
08-12-2021,AXISCADES,MATCH,Common
08-12-2021,BOMDYEING,MATCH,Common
08-12-2021,FCL,MATCH,Common
08-12-2021,HUBTOWN,MATCH,Common
08-12-2021,JPPOWER,MATCH,Common
08-12-2021,SPIC,MATCH,Common
08-12-2021,SUZLON,MATCH,Common
08-12-2021,TARIL,MATCH,Common
08-12-2021,WINDMACHIN,MATCH,Common
08-12-2022,TALBROAUTO,MATCH,Common
08-12-2023,GREAVESCOT,MATCH,Common
08-12-2023,TEMBO,MATCH,Common
09-01-2019,COFORGE,MATCH,Common
09-01-2020,ANUP,MATCH,Common
09-01-2020,CHAMBLFERT,MATCH,Common
09-01-2020,ICIL,MATCH,Common
09-01-2020,JUBLPHARMA,MATCH,Common
09-01-2020,LUMAXIND,MATCH,Common
09-01-2020,RADICO,MATCH,Common
09-01-2020,RALLIS,MATCH,Common
09-01-2020,SUPREMEIND,MATCH,Common
09-01-2023,AUTOAXLES,MATCH,Common
09-01-2023,BCLIND,MATCH,Common
09-01-2023,CYIENT,MATCH,Common
09-01-2023,PTC,MATCH,Common
09-01-2023,VEDL,MATCH,Common
09-01-2024,INDOSTAR,MATCH,Common
09-01-2024,MHRIL,MATCH,Common
09-01-2024,RICOAUTO,MATCH,Common
09-02-2021,IMPAL,MATCH,Common
09-02-2021,VINATIORGA,MATCH,Common
09-02-2023,GPPL,MATCH,Common
09-02-2023,TIIL,MATCH,Common
09-02-2024,EMUDHRA,MATCH,Common
09-02-2026,DIVGIITTS,MATCH,Common
09-02-2026,JAYBARMARU,MATCH,Common
09-02-2026,KIMS,MATCH,Common
09-02-2026,LINCOLN,MATCH,Common
09-02-2026,RACLGEAR,MATCH,Common
09-02-2026,SCI,MATCH,Common
09-02-2026,TRIVENI,MATCH,Common
09-03-2021,RELINFRA,MATCH,Common
09-03-2022,ANDHRAPAP,MATCH,Common
09-03-2022,BDL,MATCH,Common
09-03-2022,CUMMINSIND,MATCH,Common
09-03-2022,JKPAPER,MATCH,Common
09-03-2022,SUMICHEM,MATCH,Common
09-03-2022,WSTCSTPAPR,MATCH,Common
09-03-2023,IZMO,MATCH,Common
09-04-2021,INDRAMEDCO,MATCH,Common
09-04-2025,DEEPAKFERT,MATCH,Common
09-04-2025,HOMEFIRST,MATCH,Common
09-04-2026,SENORES,MATCH,Common
09-05-2023,AXISBANK,MATCH,Common
09-05-2023,LODHA,MATCH,Common
09-05-2023,VENUSREM,MATCH,Common
09-05-2025,APOLLO,MATCH,Common
09-05-2025,KSB,MATCH,Common
09-05-2025,NDRAUTO,MATCH,Common
09-05-2025,WINDMACHIN,MATCH,Common
09-05-2025,YESBANK,MATCH,Common
09-06-2022,NAVKARCORP,MATCH,Common
09-06-2023,JINDRILL,MATCH,Common
09-06-2025,PSPPROJECT,MATCH,Common
09-06-2025,SPMLINFRA,MATCH,Common
09-06-2026,BHAGCHEM,MATCH,Common
09-06-2026,BOSCHLTD,MATCH,Common
09-06-2026,CERA,MATCH,Common
09-06-2026,JSWINFRA,MATCH,Common
09-06-2026,MOREPENLAB,MATCH,Common
09-06-2026,UNICHEMLAB,MATCH,Common
09-06-2026,WINDMACHIN,MATCH,Common
09-07-2020,EPL,MATCH,Common
09-07-2021,ARVSMART,MATCH,Common
09-07-2021,HATSUN,MATCH,Common
09-07-2021,KITEX,MATCH,Common
09-07-2021,PRESTIGE,MATCH,Common
09-07-2024,CCL,MATCH,Common
09-07-2024,JUBLINGREA,MATCH,Common
09-07-2024,MFSL,MATCH,Common
09-07-2024,PFIZER,MATCH,Common
09-07-2024,POWERMECH,MATCH,Common
09-07-2025,RELIGARE,MATCH,Common
09-07-2026,AARTIDRUGS,DIFF,Only in File2 (1707)
09-07-2026,GRAVITA,DIFF,Only in File2 (1707)
09-07-2026,SAMBHV,DIFF,Only in File2 (1707)
09-07-2026,ASKAUTOLTD,DIFF,Common
09-07-2026,KALYANKJIL,DIFF,Common
09-07-2026,SENCO,DIFF,Common
09-07-2026,SUDARSCHEM,DIFF,Common
09-08-2023,ACCELYA,MATCH,Common
09-08-2023,BAJAJHIND,MATCH,Common
09-08-2023,HCC,MATCH,Common
09-08-2023,HONDAPOWER,MATCH,Common
09-08-2023,IOB,MATCH,Common
09-08-2023,JSWENERGY,MATCH,Common
09-09-2019,CONCOR,MATCH,Common
09-09-2021,CHALET,MATCH,Common
09-09-2021,TAJGVK,MATCH,Common
09-09-2024,APLLTD,MATCH,Common
09-10-2020,SHALBY,MATCH,Common
09-10-2024,GANESHHOU,MATCH,Common
09-10-2024,ICEMAKE,MATCH,Common
09-10-2024,PARADEEP,MATCH,Common
09-10-2025,CESC,MATCH,Common
09-10-2025,MANALIPETC,MATCH,Common
09-11-2018,GODFRYPHLP,MATCH,Common
09-11-2020,APEX,MATCH,Common
09-11-2020,BANCOINDIA,MATCH,Common
09-11-2020,ELGIEQUIP,MATCH,Common
09-11-2020,GOCLCORP,MATCH,Common
09-11-2020,GOODLUCK,MATCH,Common
09-11-2020,IFGLEXPOR,MATCH,Common
09-11-2020,KSL,MATCH,Common
09-11-2020,LEMONTREE,MATCH,Common
09-11-2020,MARATHON,MATCH,Common
09-11-2020,MONTECARLO,MATCH,Common
09-11-2020,NCC,MATCH,Common
09-11-2020,PRECAM,MATCH,Common
09-11-2020,PURVA,MATCH,Common
09-11-2020,REFEX,MATCH,Common
09-11-2020,SANGHVIMOV,MATCH,Common
09-11-2020,THERMAX,MATCH,Common
09-11-2020,TIMETECHNO,MATCH,Common
09-11-2020,XPROINDIA,MATCH,Common
09-11-2021,AFFLE,MATCH,Common
09-11-2021,GUJENERGY,MATCH,Common
09-11-2023,LUMAXIND,MATCH,Common
09-12-2019,JBMA,MATCH,Common
09-12-2020,PFOCUS,MATCH,Common
09-12-2020,SEAMECLTD,MATCH,Common
09-12-2021,ARTEMISMED,MATCH,Common
09-12-2022,LLOYDSENGG,MATCH,Common
09-12-2024,CHALET,MATCH,Common
09-12-2024,PDSL,MATCH,Common
09-12-2024,VIDHIING,MATCH,Common
10-01-2019,VIYASH,MATCH,Common
10-01-2020,IRB,MATCH,Common
10-01-2020,PAGEIND,MATCH,Common
10-01-2022,AJMERA,MATCH,Common
10-01-2022,GHCL,MATCH,Common
10-01-2023,GOLDIAM,MATCH,Common
10-01-2023,OIL,MATCH,Common
10-01-2024,ALICON,MATCH,Common
10-01-2024,DELHIVERY,MATCH,Common
10-02-2020,NEOGEN,MATCH,Common
10-02-2021,TTKPRESTIG,MATCH,Common
10-02-2021,WABAG,MATCH,Common
10-02-2021,WSTCSTPAPR,MATCH,Common
10-02-2022,ADANIPOWER,MATCH,Common
10-02-2026,ASTRAL,MATCH,Common
10-02-2026,GRAPHITE,MATCH,Common
10-02-2026,IDBI,MATCH,Common
10-02-2026,JPOLYINVST,MATCH,Common
10-03-2022,RELINFRA,MATCH,Common
10-03-2025,AAVAS,MATCH,Common
10-04-2019,ELECTHERM,MATCH,Common
10-04-2023,EIHAHOTELS,MATCH,Common
10-04-2023,EIHOTEL,MATCH,Common
10-04-2023,KINGFA,MATCH,Common
10-04-2023,KPRMILL,MATCH,Common
10-04-2023,NAVINFLUOR,MATCH,Common
10-04-2023,ORIENTHOT,MATCH,Common
10-04-2023,POWERGRID,MATCH,Common
10-04-2024,BHARATRAS,MATCH,Common
10-04-2024,DEEPAKNTR,MATCH,Common
10-04-2024,EXCELINDUS,MATCH,Common
10-04-2024,NSLNISP,MATCH,Common
10-04-2024,RAMCOSYS,MATCH,Common
10-04-2024,TALBROAUTO,MATCH,Common
10-04-2026,ANDHRSUGAR,MATCH,Common
10-04-2026,ASTERDM,MATCH,Common
10-04-2026,EBGNG,MATCH,Common
10-04-2026,HIRECT,MATCH,Common
10-05-2019,ORIENTELEC,MATCH,Common
10-05-2021,ANTELOPUS,MATCH,Common
10-05-2021,BALMLAWRIE,MATCH,Common
10-05-2021,BERGEPAINT,MATCH,Common
10-05-2021,BGRENERGY,MATCH,Common
10-05-2021,GMMPFAUDLR,MATCH,Common
10-05-2021,HCC,MATCH,Common
10-05-2021,JPPOWER,MATCH,Common
10-05-2021,PATANJALI,MATCH,Common
10-05-2021,SHARDACROP,MATCH,Common
10-05-2021,TATAINVEST,MATCH,Common
10-05-2021,TEXRAIL,MATCH,Common
10-05-2021,TIRUMALCHM,MATCH,Common
10-05-2021,UNITECH,MATCH,Common
10-05-2023,GODREJCP,MATCH,Common
10-05-2023,GULFOILLUB,MATCH,Common
10-05-2023,INDUSINDBK,MATCH,Common
10-05-2023,ISGEC,MATCH,Common
10-05-2023,MANORAMA,MATCH,Common
10-05-2023,SANOFI,MATCH,Common
10-05-2023,THANGAMAYL,MATCH,Common
10-05-2023,ZFCVINDIA,MATCH,Common
10-06-2020,GRSE,MATCH,Common
10-06-2020,UNICHEMLAB,MATCH,Common
10-06-2021,ALOKINDS,MATCH,Common
10-06-2021,BAYERCROP,MATCH,Common
10-06-2021,ICICIGI,MATCH,Common
10-06-2024,ACUTAAS,MATCH,Common
10-06-2024,AETHER,MATCH,Common
10-06-2024,FACT,MATCH,Common
10-06-2024,FINEORG,MATCH,Common
10-06-2024,GHCLTEXTIL,MATCH,Common
10-06-2024,GUFICBIO,MATCH,Common
10-06-2024,IMPAL,MATCH,Common
10-06-2024,LEMONTREE,MATCH,Common
10-06-2024,MADRASFERT,MATCH,Common
10-06-2024,PARADEEP,MATCH,Common
10-06-2024,PRECWIRE,MATCH,Common
10-06-2024,RCF,MATCH,Common
10-06-2024,ROSSARI,MATCH,Common
10-06-2024,ROTO,MATCH,Common
10-06-2024,RPOWER,MATCH,Common
10-06-2024,TRIVENI,MATCH,Common
10-06-2024,UFLEX,MATCH,Common
10-06-2024,VHL,MATCH,Common
10-06-2025,DCMSHRIRAM,MATCH,Common
10-06-2025,ELECTHERM,MATCH,Common
10-06-2026,BORORENEW,MATCH,Common
10-06-2026,EVEREADY,MATCH,Common
10-06-2026,MANORAMA,MATCH,Common
10-06-2026,PRUDENT,MATCH,Common
10-07-2023,HINDALCO,MATCH,Common
10-07-2023,SEPC,MATCH,Common
10-07-2023,TATASTEEL,MATCH,Common
10-07-2024,HITECH,MATCH,Common
10-07-2024,INDIGOPNTS,MATCH,Common
10-07-2025,KSB,MATCH,Common
10-07-2026,BFINVEST,DIFF,Only in File2 (1707)
10-07-2026,ARMANFIN,DIFF,Common
10-07-2026,CAPITALSFB,DIFF,Common
10-07-2026,KARURVYSYA,DIFF,Common
10-07-2026,LMW,DIFF,Common
10-07-2026,OMAXE,DIFF,Common
10-07-2026,RAJRATAN,DIFF,Common
10-07-2026,TANLA,DIFF,Common
10-07-2026,TATVA,DIFF,Common
10-07-2026,TIMETECHNO,DIFF,Common
10-08-2020,BHARATWIRE,MATCH,Common
10-08-2020,DCMSHRIRAM,MATCH,Common
10-08-2020,ECLERX,MATCH,Common
10-08-2020,SAKAR,MATCH,Common
10-08-2021,ESCORTS,MATCH,Common
10-08-2022,ACE,MATCH,Common
10-08-2022,ANTELOPUS,MATCH,Common
10-08-2022,DCW,MATCH,Common
10-08-2022,ESCORTS,MATCH,Common
10-08-2022,MUNJALAU,MATCH,Common
10-08-2022,PNCINFRA,MATCH,Common
10-08-2022,SALZERELEC,MATCH,Common
10-08-2023,EVEREADY,MATCH,Common
10-08-2023,KNRCON,MATCH,Common
10-08-2023,WSTCSTPAPR,MATCH,Common
10-09-2020,CANTABIL,MATCH,Common
10-09-2020,GENUSPOWER,MATCH,Common
10-09-2020,RELIGARE,MATCH,Common
10-09-2024,AXISBANK,MATCH,Common
10-09-2024,CAMPUS,MATCH,Common
10-09-2024,GOCOLORS,MATCH,Common
10-09-2024,LINDEINDIA,MATCH,Common
10-09-2024,LTF,MATCH,Common
10-09-2024,REDTAPE,MATCH,Common
10-09-2025,APCOTEXIND,MATCH,Common
10-09-2025,BANKINDIA,MATCH,Common
10-09-2025,HAL,MATCH,Common
10-09-2025,HEALTHX,MATCH,Common
10-09-2025,MTARTECH,MATCH,Common
10-09-2025,TATACONSUM,MATCH,Common
10-09-2025,VEEDOL,MATCH,Common
10-10-2019,BANDHANBNK,MATCH,Common
10-10-2019,THYROCARE,MATCH,Common
10-10-2022,CASTROLIND,MATCH,Common
10-10-2022,HONDAPOWER,MATCH,Common
10-10-2023,INDORAMA,MATCH,Common
10-10-2023,RIIL,MATCH,Common
10-10-2024,63MOONS,MATCH,Common
10-10-2024,GUJALKALI,MATCH,Common
10-10-2024,USHAMART,MATCH,Common
10-10-2025,RELIGARE,MATCH,Common
10-10-2025,RRKABEL,MATCH,Common
10-10-2025,SANSERA,MATCH,Common
10-11-2020,ARVIND,MATCH,Common
10-11-2020,FLUOROCHEM,MATCH,Common
10-11-2020,ITDC,MATCH,Common
10-11-2020,JAGSNPHARM,MATCH,Common
10-11-2020,MANAKCOAT,MATCH,Common
10-11-2020,ORIENTCEM,MATCH,Common
10-11-2020,PHOENIXLTD,MATCH,Common
10-11-2020,TRENT,MATCH,Common
10-11-2020,UNOMINDA,MATCH,Common
10-11-2022,SANGHVIMOV,MATCH,Common
10-11-2023,IFBIND,MATCH,Common
10-11-2023,MOREPENLAB,MATCH,Common
10-11-2023,NGLFINE,MATCH,Common
10-11-2025,AIAENG,MATCH,Common
10-11-2025,AUROPHARMA,MATCH,Common
10-11-2025,GRSE,MATCH,Common
10-11-2025,INDIGOPNTS,MATCH,Common
10-11-2025,JAMNAAUTO,MATCH,Common
10-11-2025,JBCHEPHARM,MATCH,Common
10-11-2025,LUPIN,MATCH,Common
10-11-2025,MINDACORP,MATCH,Common
10-11-2025,NIITMTS,MATCH,Common
10-11-2025,RICOAUTO,MATCH,Common
10-12-2020,SUZLON,MATCH,Common
10-12-2021,HIRECT,MATCH,Common
10-12-2021,MSPL,MATCH,Common
10-12-2021,TCS,MATCH,Common
10-12-2024,LMW,MATCH,Common
10-12-2025,HINDZINC,MATCH,Common
11-01-2019,COFORGE,MATCH,Common
11-01-2021,APARINDS,MATCH,Common
11-01-2022,BDL,MATCH,Common
11-01-2023,CIGNITITEC,MATCH,Common
11-01-2023,EDELWEISS,MATCH,Common
11-01-2023,ROTO,MATCH,Common
11-01-2024,JAMNAAUTO,MATCH,Common
11-02-2020,TASTYBITE,MATCH,Common
11-02-2021,IMPAL,MATCH,Common
11-03-2019,ALLDIGI,MATCH,Common
11-03-2019,APARINDS,MATCH,Common
11-03-2019,BLUEDART,MATCH,Common
11-03-2019,INDUSTOWER,MATCH,Common
11-03-2019,KOTAKBANK,MATCH,Common
11-03-2022,TNPL,MATCH,Common
11-04-2022,BHARATRAS,MATCH,Common
11-04-2022,MAXHEALTH,MATCH,Common
11-04-2022,RUPA,MATCH,Common
11-04-2022,SHANTIGEAR,MATCH,Common
11-04-2022,TIINDIA,MATCH,Common
11-04-2023,MEDPLUS,MATCH,Common
11-04-2023,NHPC,MATCH,Common
11-04-2023,TORNTPOWER,MATCH,Common
11-04-2025,DIAMONDYD,MATCH,Common
11-04-2025,MEDPLUS,MATCH,Common
11-05-2020,POLYMED,MATCH,Common
11-05-2021,ANUP,MATCH,Common
11-05-2021,CHAMBLFERT,MATCH,Common
11-05-2021,GODREJCP,MATCH,Common
11-05-2021,GTLINFRA,MATCH,Common
11-05-2021,LEMONTREE,MATCH,Common
11-05-2021,OMAXE,MATCH,Common
11-05-2021,SUMICHEM,MATCH,Common
11-05-2021,VEEDOL,MATCH,Common
11-05-2022,TDPOWERSYS,MATCH,Common
11-05-2023,CMSINFO,MATCH,Common
11-05-2023,ORCHPHARMA,MATCH,Common
11-05-2023,PRAKASH,MATCH,Common
11-05-2023,RICOAUTO,MATCH,Common
11-05-2023,SANSERA,MATCH,Common
11-05-2023,SHRIRAMFIN,MATCH,Common
11-05-2023,TASTYBITE,MATCH,Common
11-05-2023,VSTTILLERS,MATCH,Common
11-06-2021,JINDWORLD,MATCH,Common
11-06-2024,BANARISUG,MATCH,Common
11-06-2024,BFINVEST,MATCH,Common
11-06-2024,DCXINDIA,MATCH,Common
11-06-2024,FOSECOIND,MATCH,Common
11-06-2024,HONDAPOWER,MATCH,Common
11-06-2024,KAJARIACER,MATCH,Common
11-06-2024,MHRIL,MATCH,Common
11-06-2024,MTNL,MATCH,Common
11-07-2022,LTFOODS,MATCH,Common
11-07-2022,NOCIL,MATCH,Common
11-07-2022,SAFARI,MATCH,Common
11-07-2022,TTKHLTCARE,MATCH,Common
11-07-2022,VINATIORGA,MATCH,Common
11-07-2023,ALEMBICLTD,MATCH,Common
11-07-2023,GANDHITUBE,MATCH,Common
11-07-2023,MPHASIS,MATCH,Common
11-07-2023,TCPLPACK,MATCH,Common
11-07-2024,CCL,MATCH,Common
11-07-2024,HARIOMPIPE,MATCH,Common
11-07-2024,PCBL,MATCH,Common
11-07-2024,PTC,MATCH,Common
11-07-2025,PRECOT,DIFF,Only in File1 (2207)
11-07-2025,JAGSNPHARM,DIFF,Common
11-08-2020,AXISCADES,MATCH,Common
11-08-2020,JASH,MATCH,Common
11-08-2020,JSWHL,MATCH,Common
11-08-2020,SIGMAADV,MATCH,Common
11-08-2020,VENKEYS,MATCH,Common
11-08-2022,RHIM,MATCH,Common
11-08-2023,CENTRALBK,MATCH,Common
11-08-2023,HCLTECH,MATCH,Common
11-08-2023,IOB,MATCH,Common
11-08-2025,GPIL,MATCH,Common
11-08-2025,HARIOMPIPE,MATCH,Common
11-08-2025,HBLENGINE,MATCH,Common
11-08-2025,SHAILY,MATCH,Common
11-09-2019,ATUL,MATCH,Common
11-09-2019,BALRAMCHIN,MATCH,Common
11-09-2019,BFINVEST,MATCH,Common
11-09-2019,GODREJPROP,MATCH,Common
11-09-2019,GRINDWELL,MATCH,Common
11-09-2019,HIRECT,MATCH,Common
11-09-2019,KANSAINER,MATCH,Common
11-09-2019,KOLTEPATIL,MATCH,Common
11-09-2019,SUDARSCHEM,MATCH,Common
11-09-2019,SUPREMEIND,MATCH,Common
11-09-2019,TITAN,MATCH,Common
11-09-2023,KSCL,MATCH,Common
11-09-2023,MANYAVAR,MATCH,Common
11-09-2023,NIITLTD,MATCH,Common
11-09-2023,SUVEN,MATCH,Common
11-09-2024,NINSYS,MATCH,Common
11-09-2025,FUSION,MATCH,Common
11-09-2025,KMEW,MATCH,Common
11-10-2019,DIVISLAB,MATCH,Common
11-10-2019,HAL,MATCH,Common
11-10-2019,IRCON,MATCH,Common
11-10-2019,UNOMINDA,MATCH,Common
11-10-2021,BORORENEW,MATCH,Common
11-10-2021,CENTUM,MATCH,Common
11-10-2021,GOCLCORP,MATCH,Common
11-10-2021,GREENPLY,MATCH,Common
11-10-2021,INOXWIND,MATCH,Common
11-10-2021,SFL,MATCH,Common
11-10-2022,ASTEC,MATCH,Common
11-10-2023,FAZE3Q,MATCH,Common
11-10-2023,HITECH,MATCH,Common
11-10-2024,CRISIL,MATCH,Common
11-11-2019,ARE&M,MATCH,Common
11-11-2020,ASHOKA,MATCH,Common
11-11-2020,ASTERDM,MATCH,Common
11-11-2020,AUROPHARMA,MATCH,Common
11-11-2020,CHOLAHLDNG,MATCH,Common
11-11-2020,FORTIS,MATCH,Common
11-11-2020,HEIDELBERG,MATCH,Common
11-11-2021,AFFLE,MATCH,Common
11-11-2021,SPMLINFRA,MATCH,Common
11-11-2021,THERMAX,MATCH,Common
11-11-2021,WELCORP,MATCH,Common
11-11-2022,GMRAIRPORT,MATCH,Common
11-11-2022,MANAPPURAM,MATCH,Common
11-11-2022,NBCC,MATCH,Common
11-11-2022,SAKSOFT,MATCH,Common
11-11-2022,SHRIRAMFIN,MATCH,Common
11-11-2022,WENDT,MATCH,Common
